Id,SalePrice
1623,249717.2293
1624,218217.1682
1625,117668.2265
1626,181502.9637
1627,196713.3771
1628,265370.8492
1629,181929.1446
1630,360119.3876
1631,267921.7587
1632,263502.3035
1633,181567.4272
1634,196891.8499
1635,183118.0251
1636,144153.8079
1637,210099.7233
1638,185376.5236
1639,191295.1819
1640,226279.4689
1641,192464.3705
1642,243545.2825
1643,227999.7949
1644,217805.938
1645,224262.4043
1646,160035.5074
1647,144429.623
1648,127888.1105
1649,129845.1986
1650,119300.1115
1651,105536.6231
1652,103860.2658
1653,100949.0361
1654,145744.8214
1655,127445.7219
1656,142365.9971
1657,160956.2982
1658,155327.0911
1659,113873.6167
1660,151529.8716
1661,411576.691
1662,362605.4238
1663,346013.1437
1664,499551.7826
1665,297446.1387
1666,337132.2218
1667,354216.7154
1668,337810.6158
1669,308675.7567
1670,334031.9055
1671,302011.8823
1672,381934.0414
1673,337880.1312
1674,286776.1247
1675,229170.4386
1676,232055.3681
1677,237706.8149
1678,445353.4304
1679,371705.8861
1680,296020.2735
1681,231971.4363
1682,322660.725
1683,217671.2898
1684,174638.8786
1685,173071.2866
1686,153849.3162
1687,162816.2857
1688,187704.9635
1689,185480.2009
1690,193705.0969
1691,182101.8948
1692,255506.4952
1693,170550.0589
1694,192314.0793
1695,167934.5496
1696,304456.8279
1697,176172.3982
1698,351266.3943
1699,346861.4517
1700,279724.4304
1701,276728.2404
1702,239948.1465
1703,249759.6651
1704,275369.2083
1705,221908.7724
1706,205020.9545
1707,216717.6543
1708,202910.7302
1709,252497.5337
1710,211486.0574
1711,286476.2065
1712,260989.2752
1713,279943.4144
1714,208980.5037
1715,206164.7471
1716,158746.1513
1717,162593.0555
1718,143344.6937
1719,198279.6183
1720,197223.7986
1721,139972.4231
1722,128094.7634
1723,157836.9066
1724,232681.7369
1725,233037.5191
1726,183035.8989
1727,179971.1153
1728,165278.9803
1729,169269.0447
1730,137948.9187
1731,123732.0151
1732,113041.1393
1733,114707.2942
1734,126050.7007
1735,100165.8375
1736,100084.5881
1737,309545.3656
1738,253874.8613
1739,276648.3226
1740,242168.5885
1741,208333.088
1742,185693.3304
1743,176172.5405
1744,281277.841
1745,230104.0308
1746,200402.2027
1747,209311.4021
1748,227596.5897
1749,149839.6225
1750,114400.4484
1751,227773.0797
1752,130861.8157
1753,157653.7135
1754,192732.0129
1755,185544.7269
1756,156292.6386
1757,110227.2207
1758,192410.9015
1759,170649.6194
1760,168724.4815
1761,163041.1825
1762,193089.2114
1763,177723.8782
1764,122309.0959
1765,161946.4191
1766,201459.8467
1767,221474.0591
1768,142037.173
1769,149211.1984
1770,149553.6316
1771,132829.872
1772,136749.0257
1773,132528.6266
1774,176265.0986
1775,144960.3841
1776,148395.8087
1777,115375.8487
1778,140152.8101
1779,150571.8849
1780,137391.1538
1781,135610.7005
1782,97882.16452
1783,141125.4118
1784,107136.7317
1785,115436.3637
1786,150263.2427
1787,134756.7305
1788,56109.78801
1789,96294.91721
1790,104660.1062
1791,220801.9473
1792,154863.175
1793,121166.1389
1794,140137.4605
1795,124602.027
1796,139515.1261
1797,95328.8522
1798,128077.3713
1799,112219.4681
1800,140224.6937
1801,118893.7211
1802,100530.7928
1803,153454.2645
1804,128118.8766
1805,138885.127
1806,120768.7247
1807,151824.8087
1808,122259.1002
1809,132852.9801
1810,149936.6802
1811,76806.37127
1812,110029.7312
1813,122866.9517
1814,113360.326
1815,71187.19699
1816,88100.70567
1817,140497.5078
1818,147994.9446
1819,101221.2244
1820,73895.85078
1821,110457.8175
1822,170694.4765
1823,60959.75542
1824,142918.1365
1825,152748.2924
1826,113454.1385
1827,110122.3144
1828,165608.7365
1829,150862.6157
1830,166213.5998
1831,135915.6304
1832,110745.4048
1833,159834.6667
1834,106869.6393
1835,110836.7677
1836,122198.0357
1837,114532.7523
1838,103921.1854
1839,97686.88512
1840,151907.3915
1841,117051.8802
1842,107165.2593
1843,144756.2094
1844,149926.6631
1845,167134.0903
1846,151627.8688
1847,210627.2439
1848,56170.60231
1849,122508.1237
1850,128076.141
1851,134358.8896
1852,126237.2258
1853,122239.4835
1854,147671.5375
1855,139831.1556
1856,226660.8129
1857,111630.3501
1858,129769.7974
1859,121795.3164
1860,134190.1897
1861,120711.4201
1862,283115.7508
1863,263809.1011
1864,263823.0167
1865,309726.9414
1866,279600.7672
1867,224912.9724
1868,262620.2384
1869,201215.1459
1870,227876.8858
1871,240603.2058
1872,183075.937
1873,248212.0009
1874,160534.2125
1875,199155.9532
1876,211926.6202
1877,201814.9903
1878,183814.1538
1879,134437.7769
1880,136520.209
1881,262089.5911
1882,222625.3611
1883,183762.3622
1884,196434.4632
1885,208470.8573
1886,246839.2758
1887,213470.9548
1888,266438.7433
1889,182576.0899
1890,82856.38571
1891,125901.1129
1892,101070.7657
1893,126271.5235
1894,128850.0727
1895,141323.159
1896,126554.0878
1897,151860.0714
1898,93052.58145
1899,134522.4707
1900,152580.0002
1901,199150.3427
1902,191204.5922
1903,226269.0631
1904,144154.3089
1905,216403.259
1906,138671.1318
1907,255659.6985
1908,102052.3097
1909,143370.4229
1910,123468.0424
1911,247816.178
1912,262930.0998
1913,143735.9906
1914,69841.93199
1915,304077.063
1916,41052.08698
1917,262990.2803
1918,136980.8764
1919,165742.8836
1920,162041.8349
1921,330745.2475
1922,291419.9622
1923,246433.6017
1924,203038.8028
1925,210230.4875
1926,342157.0253
1927,117152.7539
1928,175472.5112
1929,120667.5517
1930,130219.6111
1931,137732.4366
1932,124625.9329
1933,168318.2948
1934,188614.1014
1935,182486.787
1936,188049.1036
1937,191698.6377
1938,173213.8707
1939,271853.9961
1940,209248.6036
1941,171293.2882
1942,189197.142
1943,233769.5001
1944,348731.0923
1945,367555.4946
1946,128385.1064
1947,110409.2886
1948,165095.0861
1949,208775.4259
1950,160819.6402
1951,258225.1425
1952,215962.4994
1953,205537.4999
1954,165594.508
1955,134663.5002
1956,280464.0471
1957,157293.4212
1958,282714.2961
1959,137921.7314
1960,92419.13651
1961,121251.4017
1962,101747.1415
1963,104173.4744
1964,116564.926
1965,130150.2059
1966,120734.1285
1967,333280.5837
1968,396186.0612
1969,352630.7997
1970,374476.3632
1971,387275.5502
1972,371853.5199
1973,312922.1291
1974,342195.5116
1975,425083.6694
1976,320894.8068
1977,376864.9764
1978,345979.7739
1979,328517.1317
1980,211919.9586
1981,331618.7373
1982,238298.3681
1983,212241.9174
1984,196928.3966
1985,238671.0938
1986,235000.9407
1987,178081.0405
1988,177930.6511
1989,190229.0341
1990,203896.1415
1991,253329.6038
1992,209331.7421
1993,167905.3766
1994,221551.5235
1995,185771.6508
1996,296157.5341
1997,296245.7207
1998,334318.4053
1999,292412.822
2000,322718.0294
2001,323366.9185
2002,255575.2619
2003,262623.6612
2004,306205.7492
2005,195359.5976
2006,207230.0728
2007,260885.4449
2008,253432.4759
2009,196349.0324
2010,179542.1391
2011,135739.9658
2012,166065.5364
2013,175174.7103
2014,192173.9838
2015,208046.8689
2016,196319.914
2017,201446.5239
2018,125530.9167
2019,109527.6854
2020,85928.34151
2021,95420.02259
2022,253855.6892
2023,132097.1237
2024,314157.6284
2025,332192.6105
2026,168566.1268
2027,164475.8597
2028,149139.4522
2029,181932.297
2030,231434.6251
2031,200054.1025
2032,205687.9862
2033,215020.6582
2034,174560.7311
2035,241742.3042
2036,193787.192
2037,203690.7481
2038,265233.3707
2039,238556.518
2040,351371.4838
2041,251437.0091
2042,214409.2563
2043,179049.9611
2044,168588.924
2045,186348.4125
2046,144971.8021
2047,121105.1626
2048,126331.2053
2049,135241.9546
2050,153346.435
2051,112108.0919
2052,116012.2289
2053,139063.2648
2054,111602.8758
2055,161435.6615
2056,140947.6205
2057,108433.542
2058,201465.7292
2059,152822.9138
2060,189473.2799
2061,160752.5635
2062,133036.1727
2063,116154.8142
2064,135441.6351
2065,133194.7443
2066,185246.4128
2067,132909.8469
2068,144004.6935
2069,86092.9414
2070,116493.2961
2071,107331.3805
2072,168491.0159
2073,128746.5401
2074,127933.4325
2075,134839.3405
2076,112899.6912
2077,174546.9623
2078,140146.4969
2079,120835.7514
2080,103600.258
2081,116875.2709
2082,123385.6698
2083,143996.1933
2084,106542.595
2085,101990.1087
2086,93913.86139
2087,95733.29247
2088,102075.5876
2089,88343.11643
2090,120752.2979
2091,126452.5464
2092,136707.6199
2093,116878.3023
2094,103332.6122
2095,144238.3843
2096,89512.9181
2097,89542.39007
2098,172535.3575
2099,60072.83941
2100,85776.5028
2101,110830.7041
2102,98355.86034
2103,102608.095
2104,122855.0373
2105,131765.2143
2106,72797.73008
2107,190327.5706
2108,120917.7898
2109,115102.6342
2110,123658.0513
2111,128505.8247
2112,160081.1675
2113,102943.585
2114,99857.96475
2115,159733.7269
2116,130524.1576
2117,148418.3981
2118,131683.4268
2119,118753.9537
2120,99676.46004
2121,92938.81499
2122,144154.8361
2123,73407.70768
2124,156732.9514
2125,150622.6826
2126,166164.6101
2127,164914.0736
2128,134603.6718
2129,48290.13946
2130,117123.7182
2131,112256.4742
2132,125553.7892
2133,115728.439
2134,112335.6212
2135,83456.7078
2136,84743.61679
2137,85153.99263
2138,125634.6851
2139,139027.5219
2140,132135.1436
2141,158430.6851
2142,127964.1579
2143,168210.3152
2144,140234.7067
2145,122787.6666
2146,162467.2423
2147,187628.7402
2148,124981.1524
2149,130922.9858
2150,212889.2608
2151,116925.3805
2152,176470.7185
2153,193352.4294
2154,109154.0189
2155,124648.896
2156,273792.4099
2157,228230.1749
2158,239086.2704
2159,223488.5402
2160,197156.744
2161,240605.6224
2162,340205.7153
2163,315859.3575
2164,262651.1877
2165,191683.264
2166,159818.6342
2167,206758.2239
2168,195602.4587
2169,183132.9901
2170,213473.2868
2171,155331.1559
2172,134255.7439
2173,196483.0989
2174,221657.1597
2175,290616.2561
2176,295872.6361
2177,245234.4053
2178,196885.2033
2179,131774.6594
2180,237910.7847
2181,179997.2974
2182,227857.9054
2183,172263.2343
2184,118221.6027
2185,113156.0444
2186,141619.1172
2187,148612.7093
2188,135419.2644
2189,292595.6002
2190,82642.17043
2191,64371.75199
2192,107522.4881
2193,93244.18148
2194,79976.54537
2195,119305.7075
2196,101631.0605
2197,121880.3533
2198,152091.2259
2199,147146.9301
2200,162158.4373
2201,138263.8663
2202,172678.9412
2203,170798.1545
2204,187407.1666
2205,136569.7301
2206,163855.6238
2207,237120.9663
2208,237769.2351
2209,275282.2644
2210,115073.6815
2211,109796.0507
2212,97381.37756
2213,98218.46077
2214,135300.1456
2215,92679.19136
2216,155725.2045
2217,83577.88809
2218,89054.0142
2219,61250.16923
2220,28227.54945
2221,304741.8622
2222,285510.9608
2223,292550.7542
2224,225068.8899
2225,122299.5756
2226,207776.7704
2227,199300.501
2228,277059.6751
2229,246447.6863
2230,181940.0482
2231,249029.287
2232,186265.139
2233,179539.9328
2234,226032.3751
2235,221709.0585
2236,245156.6876
2237,310470.9539
2238,195523.5849
2239,81612.62262
2240,144646.9463
2241,169753.4078
2242,108156.4614
2243,119647.0869
2244,103380.4639
2245,110034.3753
2246,135785.9674
2247,93928.43784
2248,118688.4971
2249,99428.47168
2250,108458.1617
2251,139785.1894
2252,183975.5707
2253,183200.3233
2254,198120.5349
2255,202424.3015
2256,163843.6415
2257,214273.6956
2258,139585.4991
2259,183088.4132
2260,118153.1192
2261,220576.3386
2262,243597.909
2263,375816.8145
2264,436333.3234
2265,147054.1981
2266,263628.5177
2267,359377.8177
2268,485039.8632
2269,144519.1947
2270,163910.2073
2271,204871.3124
2272,222709.7881
2273,145439.8759
2274,184597.1255
2275,168771.277
2276,181156.84
2277,182935.6061
2278,139230.1106
2279,99731.08266
2280,110596.6794
2281,155350.1224
2282,177267.3449
2283,102397.136
2284,93617.10069
2285,122772.0289
2286,123435.2186
2287,345819.3233
2288,321049.1089
2289,372918.1266
2290,406031.0848
2291,352939.3518
2292,376563.1935
2293,414944.9164
2294,358057.461
2295,433222.4205
2296,287225.452
2297,350731.6621
2298,342703.4688
2299,354322.4032
2300,342945.2141
2301,337980.105
2302,294827.5182
2303,253506.6445
2304,295034.3273
2305,241947.9686
2306,227562.2266
2307,237717.7977
2308,256688.0294
2309,254793.1319
2310,234813.6075
2311,228808.0946
2312,181437.855
2313,172704.2266
2314,180477.267
2315,183445.5006
2316,235625.6072
2317,189046.7967
2318,185315.4369
2319,185031.6305
2320,163328.9013
2321,245492.1975
2322,192852.4632
2323,183820.1635
2324,179517.9551
2325,198984.112
2326,181251.7066
2327,191627.7239
2328,209816.6295
2329,192308.272
2330,184397.4595
2331,360849.4305
2332,361681.6752
2333,340860.2356
2334,304155.3742
2335,273562.2469
2336,328437.2396
2337,177270.6671
2338,257398.3907
2339,197590.5445
2340,359115.7002
2341,213652.8878
2342,211074.0686
2343,216915.9155
2344,230238.7967
2345,240623.9728
2346,202102.2256
2347,202679.9254
2348,237991.8081
2349,209042.3616
2350,298028.2113
2351,253955.8752
2352,262125.2333
2353,269964.8351
2354,160939.8264
2355,142556.4518
2356,142840.8874
2357,180283.5333
2358,206775.1961
2359,127495.6655
2360,117361.9338
2361,148654.0545
2362,272330.9978
2363,127327.3349
2364,162654.1416
2365,200947.6004
2366,193213.8299
2367,218929.893
2368,213297.3395
2369,223120.8986
2370,182079.9315
2371,159830.1693
2372,197044.3337
2373,280821.285
2374,279702.2133
2375,239335.8004
2376,307229.2996
2377,326572.2029
2378,173179.5392
2379,237981.654
2380,144449.6306
2381,185116.7122
2382,197459.3149
2383,186448.4663
2384,223882.7831
2385,164755.8672
2386,134351.0843
2387,129720.8785
2388,134365.0474
2389,120669.5533
2390,199833.8024
2391,144575.0162
2392,124727.5923
2393,190711.8847
2394,128613.0133
2395,192625.1752
2396,142185.2827
2397,204286.4974
2398,133307.8346
2399,90263.30679
2400,71662.94459
2401,105648.3134
2402,157347.7857
2403,170549.5586
2404,173417.5126
2405,161780.5184
2406,141157.8464
2407,125435.5493
2408,106347.574
2409,124014.4912
2410,162397.1389
2411,122614.1985
2412,155930.7171
2413,139743.6771
2414,127205.8737
2415,146714.7279
2416,122831.5505
2417,132492.2337
2418,119926.0029
2419,147876.3641
2420,136624.4498
2421,171623.4568
2422,109663.8647
2423,135880.6985
2424,155505.0274
2425,254322.5103
2426,140676.7314
2427,123341.8044
2428,186829.9516
2429,91639.3693
2430,122659.5008
2431,112026.2524
2432,143938.8809
2433,167317.6242
2434,150170.6166
2435,182313.2248
2436,107630.8549
2437,103837.2862
2438,133373.6722
2439,84553.6115
2440,120362.9941
2441,103424.9234
2442,107553.6457
2443,137547.5703
2444,107859.7232
2445,96421.04032
2446,150630.5844
2447,159173.549
2448,149718.8844
2449,115942.6993
2450,151219.0531
2451,137092.751
2452,208099.936
2453,102580.1993
2454,131626.2435
2455,133535.3798
2456,157140.7071
2457,171099.0259
2458,143584.4293
2459,105496.5318
2460,159380.5009
2461,127208.454
2462,137038.8649
2463,139925.3153
2464,178995.1322
2465,119906.0681
2466,119337.1542
2467,100470.0183
2468,98895.64717
2469,93431.44656
2470,199778.4042
2471,189086.7116
2472,179096.4658
2473,115852.9808
2474,106911.9713
2475,190905.6855
2476,109341.3882
2477,132407.1151
2478,154818.6827
2479,106798.5239
2480,143283.9365
2481,134705.5661
2482,106836.2206
2483,100223.2893
2484,135015.1606
2485,100647.6609
2486,176197.5615
2487,207580.302
2488,144909.704
2489,151895.8881
2490,130879.5773
2491,35873.75347
2492,206642.603
2493,147486.6746
2494,139326.8409
2495,62363.71816
2496,241378.0737
2497,145612.6264
2498,125907.8109
2499,62226.0678
2500,114699.3233
2501,133531.9913
2502,144220.8885
2503,118008.1837
2504,158308.8003
2505,252217.3674
2506,271197.8433
2507,314285.7801
2508,264055.7023
2509,226322.4799
2510,191562.816
2511,172150.9016
2512,192713.3514
2513,222294.8224
2514,286281.8573
2515,175072.7078
2516,178795.5976
2517,158485.1237
2518,183934.0705
2519,227793.3239
2520,231973.2961
2521,184289.3636
2522,227764.8284
2523,99931.22209
2524,155731.1534
2525,154948.4592
2526,169936.7593
2527,136026.7984
2528,134878.3837
2529,146304.1179
2530,119255.8937
2531,237997.0207
2532,219754.6268
2533,201794.5434
2534,218245.2097
2535,265016.9982
2536,215008.377
2537,235523.8809
2538,188127.8299
2539,176704.6002
2540,197671.4832
2541,179182.6113
2542,178705.7701
2543,123149.6307
2544,109817.2337
2545,144471.5039
2546,113914.5502
2547,129185.7738
2548,154926.3333
2549,170552.1896
2550,631026.7371
2551,136591.9775
2552,106106.3611
2553,82460.19801
2554,76644.89009
2555,89750.08982
2556,101662.4283
2557,99818.12916
2558,146677.4109
2559,172912.3201
2560,176435.6385
2561,141718.5738
2562,180132.7696
2563,145257.112
2564,201065.9928
2565,183722.7123
2566,198620.0507
2567,164132.6649
2568,225221.9291
2569,266171.5486
2570,104675.1477
2571,213574.4961
2572,125828.4063
2573,221883.0555
2574,285290.2248
2575,116857.4369
2576,129805.1165
2577,155676.7943
2578,58026.76725
2579,47213.45264
2580,96613.85483
2581,127143.8983
2582,117096.8212
2583,308591.3245
2584,169780.5833
2585,215051.5733
2586,210327.4209
2587,196898.8529
2588,132938.7791
2589,145894.3718
2590,201611.6124
2591,250947.6898
2592,227602.2603
2593,236993.967
2594,173589.0852
2595,176478.068
2596,312093.2345
2597,196601.0468
2598,268195.4452
2599,383497.9728
2600,164122.3437
2601,111875.1134
2602,77094.50486
2603,101810.6194
2604,82857.2501
2605,72566.73046
2606,163174.842
2607,201864.8741
2608,188584.203
2609,172758.7032
2610,114981.042
2611,144665.6938
2612,166078.9391
2613,124348.9139
2614,110731.3078
2615,173928.4192
2616,170331.5247
2617,235690.2582
2618,203660.8064
2619,201375.3494
2620,197856.3259
2621,185290.2718
2622,191441.764
2623,221291.6717
2624,320471.2471
2625,320236.4623
2626,174619.2127
2627,182753.6527
2628,445875.6232
2629,454311.0682
2630,378534.1488
2631,419814.0837
2632,404764.951
2633,286000.7512
2634,379601.0985
2635,153709.5679
2636,177069.6733
2637,165385.8829
2638,284050.2549
2639,191691.2362
2640,143226.6246
2641,109001.6653
2642,176701.1761
2643,102970.084
2644,107664.6772
2645,91232.64551
2646,93117.07271
2647,105543.8256
2648,155927.7148
2649,155754.5809
2650,117777.1988
2651,137982.5304
2652,383622.8075
2653,288372.4709
2654,303636.9845
2655,383354.3762
2656,344974.0552
2657,311316.5357
2658,315164.752
2659,335695.2047
2660,363665.5883
2661,339046.9468
2662,344665.4414
2663,320970.136
2664,245768.1771
2665,334167.5875
2666,275910.8572
2667,189060.9696
2668,185822.0823
2669,181867.3949
2670,277979.0083
2671,188647.15
2672,195015.9142
2673,191419.6
2674,204598.5605
2675,163087.2321
2676,181414.5659
2677,208223.4276
2678,269572.5931
2679,306196.8474
2680,309537.9752
2681,365524.5367
2682,338335.572
2683,435744.3384
2684,335796.7997
2685,382675.1803
2686,270162.0149
2687,312140.6249
2688,195984.5872
2689,199949.9005
2690,354692.3187
2691,198497.8384
2692,143035.7374
2693,192654.4681
2694,145373.4106
2695,196004.6153
2696,176102.2985
2697,195627.2832
2698,210913.1557
2699,168194.5612
2700,140982.0671
2701,151586.7155
2702,111240.9583
2703,111242.0007
2704,132967.0358
2705,116244.6259
2706,78747.19349
2707,117046.9454
2708,134473.8562
2709,100605.761
2710,127392.9785
2711,319172.5134
2712,421434.5565
2713,164165.4105
2714,141106.9607
2715,174607.3685
2716,135717.6693
2717,212331.5087
2718,221606.03
2719,161827.6832
2720,182908.6242
2721,118601.754
2722,155834.0344
2723,115897.4969
2724,108601.86
2725,130816.2566
2726,148206.5818
2727,191436.6603
2728,189931.3137
2729,142556.6712
2730,146112.4186
2731,126157.9984
2732,139237.8872
2733,144777.1694
2734,133193.6257
2735,145381.1255
2736,134937.8388
2737,114992.9695
2738,128652.1324
2739,158744.9025
2740,128752.4968
2741,142548.5661
2742,149441.7119
2743,176153.6553
2744,161949.35
2745,129933.0456
2746,129876.8562
2747,165255.4692
2748,100558.8733
2749,149373.6487
2750,127058.2117
2751,147288.9777
2752,189032.5415
2753,169161.4541
2754,241359.319
2755,129289.5322
2756,106922.4774
2757,96194.84146
2758,93359.23932
2759,156275.3536
2760,142544.3018
2761,149280.4453
2762,135085.383
2763,192232.2518
2764,160388.6674
2765,258344.6979
2766,134123.887
2767,88592.24
2768,144417.7078
2769,151391.2945
2770,121152.2616
2771,98203.51235
2772,119810.529
2773,188966.5189
2774,157204.6888
2775,142048.3977
2776,134901.9386
2777,156588.5557
2778,92783.99017
2779,133938.7788
2780,89054.20527
2781,82014.20114
2782,102130.5946
2783,139841.5566
2784,119544.8809
2785,136275.7316
2786,78913.80878
2787,119581.5891
2788,106716.7885
2789,169242.8594
2790,109312.0375
2791,114025.1068
2792,107928.0449
2793,146111.724
2794,124550.3071
2795,124561.3701
2796,115345.659
2797,212888.3594
2798,133784.7986
2799,101602.9631
2800,65335.30335
2801,103008.3062
2802,130088.6581
2803,149185.8832
2804,119034.3032
2805,94618.93286
2806,85744.51012
2807,157686.3567
2808,157824.661
2809,120159.4298
2810,130804.3303
2811,179461.8355
2812,162081.1404
2813,160522.9948
2814,152221.354
2815,102090.2209
2816,181499.8001
2817,155196.166
2818,113951.5984
2819,199569.5943
2820,149956.6098
2821,95175.97376
2822,179915.1378
2823,307952.6081
2824,175769.5265
2825,150930.2434
2826,127333.352
2827,129845.1505
2828,217163.3565
2829,189661.5588
2830,261043.3351
2831,168462.2027
2832,259926.5508
2833,290449.7154
2834,214574.0831
2835,205021.1685
2836,187782.7868
2837,163809.9043
2838,148389.4856
2839,174968.6784
2840,202817.3497
2841,195122.7496
2842,229672.8942
2843,145152.1577
2844,217482.7333
2845,114709.8918
2846,204661.051
2847,230669.9282
2848,191484.8713
2849,194766.2186
2850,288638.3611
2851,198981.4991
2852,262507.8457
2853,227297.685
2854,143160.9735
2855,197363.1016
2856,202864.3302
2857,178034.903
2858,203082.8272
2859,89647.28332
2860,140084.8825
2861,140168.2277
2862,170022.5156
2863,120767.9904
2864,228275.131
2865,147947.0996
2866,113992.9235
2867,89297.78714
2868,86410.88264
2869,78653.19812
2870,107759.5662
2871,86265.02273
2872,47778.9607
2873,80665.54981
2874,161429.3505
2875,85280.85097
2876,115052.1051
2877,144682.3676
2878,129591.9278
2879,150316.5488
2880,105466.724
2881,144407.0726
2882,217131.6445
2883,187320.9235
2884,191171.0886
2885,195060.3553
2886,266384.1987
2887,95332.16101
2888,148852.6571
2889,40892.15788
2890,81276.32904
2891,138319.1377
2892,18349.80208
2893,47849.20584
2894,39594.41294
2895,295423.5058
2896,287232.6543
2897,201662.3671
2898,102542.7264
2899,175547.1385
2900,148326.4932
2901,200675.0565
2902,195861.7923
2903,317922.999
2904,317866.5772
2905,96202.42413
2906,184329.6918
2907,105573.7489
2908,108067.7219
2909,135616.4087
2910,78452.53654
2911,81898.63283
2912,166407.9119
2913,69921.73497
2914,72260.16371
2915,71849.39681
2916,76700.29279
2917,157737.9771
2918,122316.5671
2919,250911.6849
